grp;V30;V39;232;Ocupante de triciclo motorizado traumatizado em um acidente de transporte
grp;V40;V49;233;Ocupante de um automóvel traumatizado em um acidente de transporte
grp;V50;V59;234;Ocupante de uma caminhonete traumatizado em um acidente de transporte
grp;V60;V69;235;Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte
grp;V70;V79;236;Ocupante de um ônibus traumatizado em um acidente de transporte
grp;V80;V89;237;Outros acidentes de transporte terrestre
grp;V90;V94;238;Acidentes de transporte por água
grp;V95;V97;239;Acidentes de transporte aéreo e espacial
grp;V98;V99;240;Outros acidentes de transporte e os não especificados
grp;W00;X59;241;Outras causas externas de traumatismos acidentais
grp;W00;W19;242;Quedas
grp;W20;W49;243;Exposição a forças mecânicas inanimadas
grp;W50;W64;244;Exposição a forças mecânicas animadas
grp;W65;W74;245;Afogamento e submersão acidentais
grp;W75;W84;246;Outros riscos acidentais à respiração
grp;W85;W99;247;Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente
grp;X00;X09;248;Exposição à fumaça, ao fogo e às chamas
grp;X10;X19;249;Contato com uma fonte de calor ou com substâncias quentes
grp;X20;X29;250;Contato com animais e plantas venenosos
grp;X30;X39;251;Exposição às forças da natureza
grp;X40;X49;252;Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
grp;X50;X57;253;Excesso de esforços, viagens e privações
grp;X58;X59;254;Exposição acidental a outros fatores e aos não especificados
grp;X60;X84;255;Lesões autoprovocadas intencionalmente
grp;X85;Y09;256;Agressões
grp;Y10;Y34;257;Eventos (fatos) cuja intenção é indeterminada
grp;Y35;Y36;258;Intervenções legais e operações de guerra
grp;Y40;Y84;259;Complicações de assistência médica e cirúrgica
grp;Y40;Y59;260;Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica
grp;Y60;Y69;261;Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos
grp;Y70;Y82;262;Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos
grp;Y83;Y84;263;Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento
grp;Y85;Y89;264;Seqüelas de causas externas de morbidade e de mortalidade
grp;Y90;Y98;265;Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte
grp;Z00;Z13;266;Pessoas em contato com os serviços de saúde para exame e investigação
grp;Z20;Z29;267;Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis
grp;Z30;Z39;268;Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
grp;Z40;Z54;269;Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
grp;Z55;Z65;270;Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
grp;Z70;Z76;271;Pessoas em contato com os serviços de saúde em outras circunstâncias
grp;Z80;Z99;272;Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde
grp;U04;U04;273;Designação provisória de novas doenças de etiologia incerta
grp;U80;U89;274;Agentes bacterianos resistentes a antibióticos
grp;U99;U99;275;CID 10ª Revisão não disponível
cat;A00;;1;Cólera
cat;A01;;2;Febres tifóide e paratifóide
cat;A02;;3;Outras infecções por Salmonella
cat;A03;;4;Shiguelose
cat;A04;;5;Outras infecções intestinais bacterianas
cat;A05;;6;Outras intoxicações alimentares bacterianas, não classificadas em outra parte
cat;A06;;7;Amebíase
cat;A07;;8;Outras doenças intestinais por protozoários
cat;A08;;9;Infecções intestinais virais, outras e as não especificadas
cat;A09;;10;Diarréia e gastroenterite de origem infecciosa presumível
cat;A15;;11;Tuberculose respiratória, com confirmação bacteriológica e histológica
cat;A16;;12;Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica
cat;A17;;13;Tuberculose do sistema nervoso
cat;A18;;14;Tuberculose de outros órgãos
cat;A19;;15;Tuberculose miliar
cat;A20;;16;Peste
cat;A21;;17;Tularemia
cat;A22;;18;Carbúnculo
cat;A23;;19;Brucelose
cat;A24;;20;Mormo e melioidose
cat;A25;;21;Febres transmitidas por mordedura de rato
cat;A26;;22;Erisipelóide
cat;A27;;23;Leptospirose
cat;A28;;24;Outras doenças bacterianas zoonóticas não classificadas em outra parte
cat;A30;;25;Hanseníase [doença de Hansen] [lepra]
cat;A31;;26;Infecções devidas a outras micobactérias
cat;A32;;27;Listeriose [listeríase]
cat;A33;;28;Tétano do recém-nascido [neonatal]
cat;A34;;29;Tétano obstétrico
cat;A35;;30;Outros tipos de tétano
cat;A36;;31;Difteria
cat;A37;;32;Coqueluche
cat;A38;;33;Escarlatina
cat;A39;;34;Infecção meningogócica
cat;A40;;35;Septicemia estreptocócica
cat;A41;;36;Outras septicemias
cat;A42;;37;Actinomicose
cat;A43;;38;Nocardiose
cat;A44;;39;Bartonelose
cat;A46;;40;Erisipela
cat;A48;;41;Outras doenças bacterianas não classificadas em outra parte
cat;A49;;42;Infecção bacteriana de localização não especificada
cat;A50;;43;Sífilis congênita
cat;A51;;44;Sífilis precoce
cat;A52;;45;Sífilis tardia
cat;A53;;46;Outras formas e as não especificadas da sífilis
cat;A54;;47;Infecção gonocócica
cat;A55;;48;Linfogranuloma (venéreo) por clamídia
cat;A56;;49;Outras infecções causadas por clamídias transmitidas por via sexual
cat;A57;;50;Cancro mole
cat;A58;;51;Granuloma inguinal
cat;A59;;52;Tricomoníase
cat;A60;;53;Infecções anogenitais pelo vírus do herpes [herpes simples]
cat;A63;;54;Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte
cat;A64;;55;Doenças sexualmente transmitidas, não especificadas
cat;A65;;56;Sífilis não-venérea
cat;A66;;57;Bouba
cat;A67;;58;Pinta [carate]
cat;A68;;59;Febres recorrentes [Borrelioses]
cat;A69;;60;Outras infecções por espiroquetas
cat;A70;;61;Infecções causadas por Clamídia psittaci
cat;A71;;62;Tracoma
cat;A74;;63;Outras doenças causadas por Clamídias
cat;A75;;64;Tifo exantemático
cat;A77;;65;Febre maculosa [rickettsioses transmitidas por carrapatos]
cat;A78;;66;Febre Q
cat;A79;;67;Outras rickettsioses
cat;A80;;68;Poliomielite aguda
cat;A81;;69;Infecções por vírus atípicos do sistema nervoso central
cat;A82;;70;Raiva
cat;A83;;71;Encefalite por vírus transmitidos por mosquitos
cat;A84;;72;Encefalite por vírus transmitido por carrapatos
cat;A85;;73;Outras encefalites virais, não classificadas em outra parte
cat;A86;;74;Encefalite viral, não especificada
cat;A87;;75;Meningite viral
cat;A88;;76;Outras infecções virais do sistema nervoso central não classificadas em outra parte
cat;A89;;77;Infecções virais não especificadas do sistema nervoso central
cat;A90;;78;Dengue [dengue clássico]
cat;A91;;79;Febre hemorrágica devida ao vírus do dengue
cat;A92;;80;Outras febres virais transmitidas por mosquitos
cat;A93;;81;Outras febres por vírus transmitidas por artrópodes não classificadas em outra parte
cat;A94;;82;Febre viral transmitida por artrópodes, não especificada
cat;A95;;83;Febre amarela
cat;A96;;84;Febre hemorrágica por arenavírus
cat;A98;;85;Outras febres hemorrágicas por vírus, não classificadas em outra parte
cat;A99;;86;Febres hemorrágicas virais não especificadas
cat;B00;;87;Infecções pelo vírus do herpes [herpes simples]
cat;B01;;88;Varicela [Catapora]
cat;B02;;89;Herpes zoster [Zona]
cat;B03;;90;Varíola
cat;B04;;91;Varíola dos macacos [Monkeypox]
cat;B05;;92;Sarampo
cat;B06;;93;Rubéola
cat;B07;;94;Verrugas de origem viral
cat;B08;;95;Outras infecções virais caracterizadas por lesões da pele e das membranas mucosas, não classificadas em outra parte
cat;B09;;96;Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas
cat;B15;;97;Hepatite aguda A
cat;B16;;98;Hepatite aguda B
cat;B17;;99;Outras hepatites virais agudas
cat;B18;;100;Hepatite viral crônica
cat;B19;;101;Hepatite viral não especificada
cat;B20;;102;Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias
cat;B21;;103;Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas
cat;B22;;104;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas
cat;B23;;105;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças
cat;B24;;106;Doença pelo vírus da imunodeficiência humana [HIV] não especificada
cat;B25;;107;Doença por citomegalovírus
cat;B26;;108;Caxumba [Parotidite epidêmica]
cat;B27;;109;Mononucleose infecciosa
cat;B30;;110;Conjuntivite viral
cat;B33;;111;Outras doenças por vírus não classificada em outra parte
cat;B34;;112;Doenças por vírus, de localização não especificada
cat;B35;;113;Dermatofitose
cat;B36;;114;Outras micoses superficiais
cat;B37;;115;Candidíase
cat;B38;;116;Coccidioidomicose
cat;B39;;117;Histoplasmose
cat;B40;;118;Blastomicose
cat;B41;;119;Paracoccidioidomicose
cat;B42;;120;Esporotricose
cat;B43;;121;Cromomicose e abscesso feomicótico
cat;B44;;122;Aspergilose
cat;B45;;123;Criptococose
cat;B46;;124;Zigomicose
cat;B47;;125;Micetoma
cat;B48;;126;Outras micoses, não classificadas em outra parte
cat;B49;;127;Micose não especificada
cat;B50;;128;Malária por Plasmodium falciparum
cat;B51;;129;Malária por Plasmodium vivax
cat;B52;;130;Malária por Plasmodium malariae
cat;B53;;131;Outras formas de malária confirmadas por exames parasitológicos
cat;B54;;132;Malária não especificada
cat;B55;;133;Leishmaniose
cat;B56;;134;Tripanossomíase africana
cat;B57;;135;Doença de Chagas
cat;B58;;136;Toxoplasmose
cat;B59;;137;Pneumocistose
cat;B60;;138;Outras doenças devidas a protozoários, não classificadas em outra parte
cat;B64;;139;Doença não especificada devida a protozoários
cat;B65;;140;Esquistossomose [bilharziose] [Schistosomíase]
cat;B66;;141;Outras infestações por trematódeos
cat;B67;;142;Equinococose
cat;B68;;143;Infestação por Taenia
cat;B69;;144;Cisticercose
cat;B70;;145;Difilobotríase e esparganose
cat;B71;;146;Outras infestações por cestóides
cat;B72;;147;Dracontíase
cat;B73;;148;Oncocercose
cat;B74;;149;Filariose
cat;B75;;150;Triquinose
cat;B76;;151;Ancilostomíase
cat;B77;;152;Ascaridíase
cat;B78;;153;Estrongiloidíase
cat;B79;;154;Tricuríase
cat;B80;;155;Oxiuríase
cat;B81;;156;Outras helmintíases intestinais, não classificadas em outra parte
cat;B82;;157;Parasitose intestinal não especificada
cat;B83;;158;Outras helmintíases
cat;B85;;159;Pediculose e ftiríase
cat;B86;;160;Escabiose [sarna]
cat;B87;;161;Miíase
cat;B88;;162;Outras infestações
cat;B89;;163;Doença parasitária não especificada
cat;B90;;164;Seqüelas de tuberculose
cat;B91;;165;Seqüelas de poliomielite
cat;B92;;166;Seqüelas de hanseníase [lepra]
cat;B94;;167;Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas
cat;B95;;168;Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
cat;B96;;169;Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos
cat;B97;;170;Vírus como causa de doenças classificadas em outros capítulos
cat;B99;;171;Doenças infecciosas, outras e as não especificadas
cat;C00;;172;Neoplasia maligna do lábio
cat;C01;;173;Neoplasia maligna da base da língua
cat;C02;;174;Neoplasia maligna de outras partes e de partes não especificadas da língua
cat;C03;;175;Neoplasia maligna da gengiva
cat;C04;;176;Neoplasia maligna do assoalho da boca
cat;C05;;177;Neoplasia maligna do palato
cat;C06;;178;Neoplasia maligna de outras partes e de partes não especificadas da boca
cat;C07;;179;Neoplasia maligna da glândula parótida
cat;C08;;180;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas
cat;C09;;181;Neoplasia maligna da amígdala
cat;C10;;182;Neoplasia maligna da orofaringe
cat;C11;;183;Neoplasia maligna da nasofaringe
cat;C12;;184;Neoplasia maligna do seio piriforme
cat;C13;;185;Neoplasia maligna da hipofaringe
cat;C14;;186;Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe
cat;C15;;187;Neoplasia maligna do esôfago
cat;C16;;188;Neoplasia maligna do estômago
cat;C17;;189;Neoplasia maligna do intestino delgado
cat;C18;;190;Neoplasia maligna do cólon
cat;C19;;191;Neoplasia maligna da junção retossigmóide
cat;C20;;192;Neoplasia maligna do reto
cat;C21;;193;Neoplasia maligna do ânus e do canal anal
