grp;C45;C49;Neoplasias malignas do tecido mesotelial e tecidos moles
grp;C50;C50;Neoplasias malignas da mama
grp;C51;C58;Neoplasias malignas dos órgãos genitais femininos
grp;C60;C63;Neoplasias malignas dos órgãos genitais masculinos
grp;C64;C68;Neoplasias malignas do trato urinário
grp;C69;C72;Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central
grp;C73;C75;Neoplasias malignas da tireóide e de outras glândulas endócrinas
grp;C76;C80;Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas
grp;C81;C96;Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos
grp;C97;C97;Neoplasias malignas de localizações múltiplas independentes (primárias)
grp;D00;D09;Neoplasias [tumores] in situ
grp;D10;D36;Neoplasias [tumores] benignas(os)
grp;D37;D48;Neoplasias [tumores] de comportamento incerto ou desconhecido
grp;D50;D53;Anemias nutricionais
grp;D55;D59;Anemias hemolíticas
grp;D60;D64;Anemias aplásticas e outras anemias
grp;D65;D69;Defeitos da coagulação, púrpura e outras afecções hemorrágicas
grp;D70;D77;Outras doenças do sangue e dos órgãos hematopoéticos
grp;D80;D89;Alguns transtornos que comprometem o mecanismo imunitário
grp;E00;E07;Transtornos da glândula tireóide
grp;E10;E14;Diabetes mellitus
grp;E15;E16;Outros transtornos da regulação da glicose e da secreção pancreática interna
grp;E20;E35;Transtornos de outras glândulas endócrinas
grp;E40;E46;Desnutrição
grp;E50;E64;Outras deficiências nutricionais
grp;E65;E68;Obesidade e outras formas de hiperalimentação
grp;E70;E90;Distúrbios metabólicos
grp;F00;F09;Transtornos mentais orgânicos, inclusive os sintomáticos
grp;F10;F19;Transtornos mentais e comportamentais devidos ao uso de substância psicoativa
grp;F20;F29;Esquizofrenia, transtornos esquizotípicos e transtornos delirantes
grp;F30;F39;Transtornos do humor [afetivos]
grp;F40;F48;Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes
grp;F50;F59;Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos
grp;F60;F69;Transtornos da personalidade e do comportamento do adulto
grp;F70;F79;Retardo mental
grp;F80;F89;Transtornos do desenvolvimento psicológico
grp;F90;F98;Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência
grp;F99;F99;Transtorno mental não especificado
grp;G00;G09;Doenças inflamatórias do sistema nervoso central
grp;G10;G13;Atrofias sistêmicas que afetam principalmente o sistema nervoso central
grp;G20;G26;Doenças extrapiramidais e transtornos dos movimentos
grp;G30;G32;Outras doenças degenerativas do sistema nervoso
grp;G35;G37;Doenças desmielinizantes do sistema nervoso central
grp;G40;G47;Transtornos episódicos e paroxísticos
grp;G50;G59;Transtornos dos nervos, das raízes e dos plexos nervosos
grp;G60;G64;Polineuropatias e outros transtornos do sistema nervoso periférico
grp;G70;G73;Doenças da junção mioneural e dos músculos
grp;G80;G83;Paralisia cerebral e outras síndromes paralíticas
grp;G90;G99;Outros transtornos do sistema nervoso
grp;H00;H06;Transtornos da pálpebra, do aparelho lacrimal e da órbita
grp;H10;H13;Transtornos da conjuntiva
grp;H15;H22;Transtornos da esclerótica, da córnea, da íris e do corpo ciliar
grp;H25;H28;Transtornos do cristalino
grp;H30;H36;Transtornos da coróide e da retina
grp;H40;H42;Glaucoma
grp;H43;H45;Transtornos do humor vítreo e do globo ocular
grp;H46;H48;Transtornos do nervo óptico e das vias ópticas
grp;H49;H52;Transtornos dos músculos oculares, do movimento binocular, da acomodação e da refração
grp;H53;H54;Transtornos visuais e cegueira
grp;H55;H59;Outros transtornos do olho e anexos
grp;H60;H62;Doenças do ouvido externo
grp;H65;H75;Doenças do ouvido médio e da mastóide
grp;H80;H83;Doenças do ouvido interno
grp;H90;H95;Outros transtornos do ouvido
grp;I00;I02;Febre reumática aguda
grp;I05;I09;Doenças reumáticas crônicas do coração
grp;I10;I15;Doenças hipertensivas
grp;I20;I25;Doenças isquêmicas do coração
grp;I26;I28;Doenças cardíaca pulmonar e da circulação pulmonar
grp;I30;I52;Outras formas de doença do coração
grp;I60;I69;Doenças cerebrovasculares
grp;I70;I79;Doenças das artérias, das arteríolas e dos capilares
grp;I80;I89;Doenças das veias, dos vasos linfáticos e dos gânglios linfáticos, não classificadas em outra parte
grp;I95;I99;Outros transtornos, e os não especificados do aparelho circulatório
grp;J00;J06;Infecções agudas das vias aéreas superiores
grp;J09;J18;Influenza [gripe] e pneumonia
grp;J20;J22;Outras infecções agudas das vias aéreas inferiores
grp;J30;J39;Outras doenças das vias aéreas superiores
grp;J40;J47;Doenças crônicas das vias aéreas inferiores
grp;J60;J70;Doenças pulmonares devidas a agentes externos
grp;J80;J84;Outras doenças respiratórias que afetam principalmente o interstício
grp;J85;J86;Afecções necróticas e supurativas das vias aéreas inferiores
grp;J90;J94;Outras doenças da pleura
grp;J95;J99;Outras doenças do aparelho respiratório
grp;K00;K14;Doenças da cavidade oral, das glândulas salivares e dos maxilares
grp;K20;K31;Doenças do esôfago, do estômago e do duodeno
grp;K35;K38;Doenças do apêndice
grp;K40;K46;Hérnias
grp;K50;K52;Enterites e colites não-infecciosas
grp;K55;K63;Outras doenças dos intestinos
grp;K65;K67;Doenças do peritônio
grp;K70;K77;Doenças do fígado
grp;K80;K87;Transtornos da vesícula biliar, das vias biliares e do pâncreas
grp;K90;K93;Outras doenças do aparelho digestivo
grp;L00;L08;Infecções da pele e do tecido subcutâneo
grp;L10;L14;Afecções bolhosas
grp;L20;L30;Dermatite e eczema
grp;L40;L45;Afecções pápulo-descamativas
grp;L50;L54;Urticária e eritema
grp;L55;L59;Transtornos da pele e do tecido subcutâneo relacionados com a radiação
grp;L60;L75;Afecções dos anexos da pele
grp;L80;L99;Outras afecções da pele e do tecido subcutâneo
grp;M00;M25;Artropatias
grp;M00;M03;Artropatias infecciosas
grp;M05;M14;Poliartropatias inflamatórias
grp;M15;M19;Artroses
grp;M20;M25;Outros transtornos articulares
grp;M30;M36;Doenças sistêmicas do tecido conjuntivo
grp;M40;M54;Dorsopatias
grp;M40;M43;Dorsopatias deformantes
grp;M45;M49;Espondilopatias
grp;M50;M54;Outras dorsopatias
grp;M60;M79;Transtornos dos tecidos moles
grp;M60;M63;Transtornos musculares
grp;M65;M68;Transtornos das sinóvias e dos tendões
grp;M70;M79;Outros transtornos dos tecidos moles
grp;M80;M94;Osteopatias e condropatias
grp;M80;M85;Transtornos da densidade e da estrutura óssea
grp;M86;M90;Outras osteopatias
grp;M91;M94;Condropatias
grp;M95;M99;Outros transtornos do sistema osteomuscular e do tecido conjuntivo
grp;N00;N08;Doenças glomerulares
grp;N10;N16;Doenças renais túbulo-intersticiais
grp;N17;N19;Insuficiência renal
grp;N20;N23;Calculose renal
grp;N25;N29;Outros transtornos do rim e do ureter
grp;N30;N39;Outras doenças do aparelho urinário
grp;N40;N51;Doenças dos órgãos genitais masculinos
grp;N60;N64;Doenças da mama
grp;N70;N77;Doenças inflamatórias dos órgãos pélvicos femininos
grp;N80;N98;Transtornos não-inflamatórios do trato genital feminino
grp;N99;N99;Outros transtornos do aparelho geniturinário
grp;O00;O08;Gravidez que termina em aborto
grp;O10;O16;Edema, proteinúria e transtornos hipertensivos na gravidez, no parto e no puerpério
grp;O20;O29;Outros transtornos maternos relacionados predominantemente com a gravidez
grp;O30;O48;Assistência prestada à mãe por motivos ligados ao feto e à cavidade amniótica e por possíveis problemas relativos ao parto
grp;O60;O75;Complicações do trabalho de parto e do parto
grp;O80;O84;Parto
grp;O85;O92;Complicações relacionadas predominantemente com o puerpério
grp;O94;O99;Outras afecções obstétricas não classificadas em outra parte
grp;P00;P04;Feto e recém-nascido afetados por fatores maternos e por complicações da gravidez, do trabalho de parto e do parto
grp;P05;P08;Transtornos relacionados com a duração da gestação e com o crescimento fetal
grp;P10;P15;Traumatismo de parto
grp;P20;P29;Transtornos respiratórios e cardiovasculares específicos do período perinatal
grp;P35;P39;Infecções específicas do período perinatal
grp;P50;P61;Transtornos hemorrágicos e hematológicos do feto e do recém-nascido
grp;P70;P74;Transtornos endócrinos e metabólicos transitórios específicos do feto e do recém-nascido
grp;P75;P78;Transtornos do aparelho digestivo do feto ou do recém-nascido
grp;P80;P83;Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido
grp;P90;P96;Outros transtornos originados no período perinatal
grp;Q00;Q07;Malformações congênitas do sistema nervoso
grp;Q10;Q18;Malformações congênitas do olho, do ouvido, da face e do pescoço
grp;Q20;Q28;Malformações congênitas do aparelho circulatório
grp;Q30;Q34;Malformações congênitas do aparelho respiratório
grp;Q35;Q37;Fenda labial e fenda palatina
grp;Q38;Q45;Outras malformações congênitas do aparelho digestivo
grp;Q50;Q56;Malformações congênitas dos órgãos genitais
grp;Q60;Q64;Malformações congênitas do aparelho urinário
grp;Q65;Q79;Malformações e deformidades congênitas do sistema osteomuscular
grp;Q80;Q89;Outras malformações congênitas
grp;Q90;Q99;Anomalias cromossômicas não classificadas em outra parte
grp;R00;R09;Sintomas e sinais relativos ao aparelho circulatório e respiratório
grp;R10;R19;Sintomas e sinais relativos ao aparelho digestivo e ao abdome
grp;R20;R23;Sintomas e sinais relativos à pele e ao tecido subcutâneo
grp;R25;R29;Sintomas e sinais relativos aos sistemas nervoso e osteomuscular
grp;R30;R39;Sintomas e sinais relativos ao aparelho urinário
grp;R40;R46;Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento
grp;R47;R49;Sintomas e sinais relativos à fala e à voz
grp;R50;R69;Sintomas e sinais gerais
grp;R70;R79;Achados anormais de exames de sangue, sem diagnóstico
grp;R80;R82;Achados anormais de exames de urina, sem diagnóstico
grp;R83;R89;Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico
grp;R90;R94;Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico
grp;R95;R99;Causas mal definidas e desconhecidas de mortalidade
grp;S00;S09;Traumatismos da cabeça
grp;S10;S19;Traumatismos do pescoço
grp;S20;S29;Traumatismos do tórax
grp;S30;S39;Traumatismos do abdome, do dorso, da coluna lombar e da pelve
grp;S40;S49;Traumatismos do ombro e do braço
grp;S50;S59;Traumatismos do cotovelo e do antebraço
grp;S60;S69;Traumatismos do punho e da mão
grp;S70;S79;Traumatismos do quadril e da coxa
grp;S80;S89;Traumatismos do joelho e da perna
grp;S90;S99;Traumatismos do tornozelo e do pé
grp;T00;T07;Traumatismos envolvendo múltiplas regiões do corpo
grp;T08;T14;Traumatismos de localização não especificada do tronco, membro ou outra região do corpo
grp;T15;T19;Efeito da penetração de corpo estranho através de orifício natural
grp;T20;T32;Queimaduras e corrosões
grp;T20;T25;Queimaduras e corrosões da superfície externa do corpo, especificadas por local
grp;T26;T28;Queimaduras e corrosões limitadas ao olho e aos órgãos internos
grp;T29;T32;Queimaduras e corrosões de múltiplas regiões e de regiões não especificadas do corpo
grp;T33;T35;Geladuras [frostbite]
grp;T36;T50;Intoxicação por drogas, medicamentos e substâncias biológicas
grp;T51;T65;Efeitos tóxicos de substâncias de origem predominantemente não-medicinal
grp;T66;T78;Outros efeitos de causas externas e os não especificados
grp;T79;T79;Algumas complicações precoces de traumatismos
grp;T80;T88;Complicações de cuidados médicos e cirúrgicos, não classificados em outra parte
grp;T90;T98;Seqüelas de traumatismos, de intoxicações e de outras conseqüências das causas externas
grp;V01;X59;Acidentes
grp;V01;V99;Acidentes de transporte
grp;V01;V09;Pedestre traumatizado em um acidente de transporte
grp;V10;V19;Ciclista traumatizado em um acidente de transporte
grp;V20;V29;Motociclista traumatizado em um acidente de transporte
grp;V30;V39;Ocupante de triciclo motorizado traumatizado em um acidente de transporte
grp;V40;V49;Ocupante de um automóvel traumatizado em um acidente de transporte
grp;V50;V59;Ocupante de uma caminhonete traumatizado em um acidente de transporte
grp;V60;V69;Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte
grp;V70;V79;Ocupante de um ônibus traumatizado em um acidente de transporte
grp;V80;V89;Outros acidentes de transporte terrestre
grp;V90;V94;Acidentes de transporte por água
grp;V95;V97;Acidentes de transporte aéreo e espacial
grp;V98;V99;Outros acidentes de transporte e os não especificados
grp;W00;X59;Outras causas externas de traumatismos acidentais
grp;W00;W19;Quedas
grp;W20;W49;Exposição a forças mecânicas inanimadas
grp;W50;W64;Exposição a forças mecânicas animadas
grp;W65;W74;Afogamento e submersão acidentais
grp;W75;W84;Outros riscos acidentais à respiração
grp;W85;W99;Exposição à corrente elétrica, à radiação e às temperaturas e pressões extremas do ambiente
grp;X00;X09;Exposição à fumaça, ao fogo e às chamas
grp;X10;X19;Contato com uma fonte de calor ou com substâncias quentes
grp;X20;X29;Contato com animais e plantas venenosos
grp;X30;X39;Exposição às forças da natureza
grp;X40;X49;Envenenamento [intoxicação] acidental por e exposição à substâncias nocivas
grp;X50;X57;Excesso de esforços, viagens e privações
grp;X58;X59;Exposição acidental a outros fatores e aos não especificados
grp;X60;X84;Lesões autoprovocadas intencionalmente
grp;X85;Y09;Agressões
grp;Y10;Y34;Eventos (fatos) cuja intenção é indeterminada
grp;Y35;Y36;Intervenções legais e operações de guerra
grp;Y40;Y84;Complicações de assistência médica e cirúrgica
grp;Y40;Y59;Efeitos adversos de drogas, medicamentos e substâncias biológicas usadas com finalidade terapêutica
grp;Y60;Y69;Acidentes ocorridos em pacientes durante a prestação de cuidados médicos e cirúrgicos
grp;Y70;Y82;Incidentes adversos durante atos diagnósticos ou terapêuticos associados ao uso de dispositivos (aparelhos) médicos
grp;Y83;Y84;Reação anormal em paciente ou complicação tardia causadas por procedimentos cirúrgicos e outros procedimentos médicos sem menção de acidente ao tempo do procedimento
grp;Y85;Y89;Seqüelas de causas externas de morbidade e de mortalidade
grp;Y90;Y98;Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte
grp;Z00;Z13;Pessoas em contato com os serviços de saúde para exame e investigação
grp;Z20;Z29;Pessoas com riscos potenciais à saúde relacionados com doenças transmissíveis
grp;Z30;Z39;Pessoas em contato com os serviços de saúde em circunstâncias relacionadas com a reprodução
grp;Z40;Z54;Pessoas em contato com os serviços de saúde para procedimentos e cuidados específicos
grp;Z55;Z65;Pessoas com riscos potenciais à saúde relacionados com circunstâncias socioeconômicas e psicossociais
grp;Z70;Z76;Pessoas em contato com os serviços de saúde em outras circunstâncias
grp;Z80;Z99;Pessoas com riscos potenciais à saúde relacionados com história familiar e pessoal e algumas afecções que influenciam o estado de saúde
grp;U04;U04;Designação provisória de novas doenças de etiologia incerta
grp;U80;U89;Agentes bacterianos resistentes a antibióticos
grp;U99;U99;CID 10ª Revisão não disponível
cat;A00;Cólera
cat;A01;Febres tifóide e paratifóide
cat;A02;Outras infecções por Salmonella
cat;A03;Shiguelose
cat;A04;Outras infecções intestinais bacterianas
cat;A05;Outras intoxicações alimentares bacterianas, não classificadas em outra parte
cat;A06;Amebíase
cat;A07;Outras doenças intestinais por protozoários
cat;A08;Infecções intestinais virais, outras e as não especificadas
cat;A09;Diarréia e gastroenterite de origem infecciosa presumível
cat;A15;Tuberculose respiratória, com confirmação bacteriológica e histológica
cat;A16;Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica
cat;A17;Tuberculose do sistema nervoso
cat;A18;Tuberculose de outros órgãos
cat;A19;Tuberculose miliar
cat;A20;Peste
cat;A21;Tularemia
cat;A22;Carbúnculo
cat;A23;Brucelose
cat;A24;Mormo e melioidose
cat;A25;Febres transmitidas por mordedura de rato
cat;A26;Erisipelóide
cat;A27;Leptospirose
cat;A28;Outras doenças bacterianas zoonóticas não classificadas em outra parte
cat;A30;Hanseníase [doença de Hansen] [lepra]
cat;A31;Infecções devidas a outras micobactérias
cat;A32;Listeriose [listeríase]
cat;A33;Tétano do recém-nascido [neonatal]
cat;A34;Tétano obstétrico
cat;A35;Outros tipos de tétano
cat;A36;Difteria
cat;A37;Coqueluche
cat;A38;Escarlatina
cat;A39;Infecção meningogócica
cat;A40;Septicemia estreptocócica
cat;A41;Outras septicemias
cat;A42;Actinomicose
cat;A43;Nocardiose
cat;A44;Bartonelose
cat;A46;Erisipela
cat;A48;Outras doenças bacterianas não classificadas em outra parte
cat;A49;Infecção bacteriana de localização não especificada
cat;A50;Sífilis congênita
cat;A51;Sífilis precoce
cat;A52;Sífilis tardia
cat;A53;Outras formas e as não especificadas da sífilis
cat;A54;Infecção gonocócica
cat;A55;Linfogranuloma (venéreo) por clamídia
cat;A56;Outras infecções causadas por clamídias transmitidas por via sexual
cat;A57;Cancro mole
cat;A58;Granuloma inguinal
cat;A59;Tricomoníase
cat;A60;Infecções anogenitais pelo vírus do herpes [herpes simples]
cat;A63;Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte
cat;A64;Doenças sexualmente transmitidas, não especificadas
cat;A65;Sífilis não-venérea
cat;A66;Bouba
cat;A67;Pinta [carate]
cat;A68;Febres recorrentes [Borrelioses]
cat;A69;Outras infecções por espiroquetas
cat;A70;Infecções causadas por Clamídia psittaci
cat;A71;Tracoma
cat;A74;Outras doenças causadas por Clamídias
cat;A75;Tifo exantemático
cat;A77;Febre maculosa [rickettsioses transmitidas por carrapatos]
cat;A78;Febre Q
cat;A79;Outras rickettsioses
cat;A80;Poliomielite aguda
cat;A81;Infecções por vírus atípicos do sistema nervoso central
cat;A82;Raiva
cat;A83;Encefalite por vírus transmitidos por mosquitos
cat;A84;Encefalite por vírus transmitido por carrapatos
cat;A85;Outras encefalites virais, não classificadas em outra parte
cat;A86;Encefalite viral, não especificada
cat;A87;Meningite viral
cat;A88;Outras infecções virais do sistema nervoso central não classificadas em outra parte
cat;A89;Infecções virais não especificadas do sistema nervoso central
cat;A90;Dengue [dengue clássico]
cat;A91;Febre hemorrágica devida ao vírus do dengue
cat;A92;Outras febres virais transmitidas por mosquitos
cat;A93;Outras febres por vírus transmitidas por artrópodes não classificadas em outra parte
cat;A94;Febre viral transmitida por artrópodes, não especificada
cat;A95;Febre amarela
cat;A96;Febre hemorrágica por arenavírus
cat;A98;Outras febres hemorrágicas por vírus, não classificadas em outra parte
cat;A99;Febres hemorrágicas virais não especificadas
cat;B00;Infecções pelo vírus do herpes [herpes simples]
cat;B01;Varicela [Catapora]
cat;B02;Herpes zoster [Zona]
cat;B03;Varíola
cat;B04;Varíola dos macacos [Monkeypox]
cat;B05;Sarampo
cat;B06;Rubéola
cat;B07;Verrugas de origem viral
cat;B08;Outras infecções virais caracterizadas por lesões da pele e das membranas mucosas, não classificadas em outra parte
cat;B09;Infecção viral não especificada caracterizada por lesões da pele e membranas mucosas
cat;B15;Hepatite aguda A
cat;B16;Hepatite aguda B
cat;B17;Outras hepatites virais agudas
cat;B18;Hepatite viral crônica
cat;B19;Hepatite viral não especificada
cat;B20;Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias
cat;B21;Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas
cat;B22;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas
cat;B23;Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças
cat;B24;Doença pelo vírus da imunodeficiência humana [HIV] não especificada
cat;B25;Doença por citomegalovírus
cat;B26;Caxumba [Parotidite epidêmica]
cat;B27;Mononucleose infecciosa
cat;B30;Conjuntivite viral
cat;B33;Outras doenças por vírus não classificada em outra parte
cat;B34;Doenças por vírus, de localização não especificada
cat;B35;Dermatofitose
cat;B36;Outras micoses superficiais
cat;B37;Candidíase
cat;B38;Coccidioidomicose
cat;B39;Histoplasmose
cat;B40;Blastomicose
cat;B41;Paracoccidioidomicose
cat;B42;Esporotricose
cat;B43;Cromomicose e abscesso feomicótico
cat;B44;Aspergilose
cat;B45;Criptococose
cat;B46;Zigomicose
cat;B47;Micetoma
cat;B48;Outras micoses, não classificadas em outra parte
cat;B49;Micose não especificada
cat;B50;Malária por Plasmodium falciparum
cat;B51;Malária por Plasmodium vivax
cat;B52;Malária por Plasmodium malariae
cat;B53;Outras formas de malária confirmadas por exames parasitológicos
cat;B54;Malária não especificada
cat;B55;Leishmaniose
cat;B56;Tripanossomíase africana
cat;B57;Doença de Chagas
cat;B58;Toxoplasmose
cat;B59;Pneumocistose
cat;B60;Outras doenças devidas a protozoários, não classificadas em outra parte
cat;B64;Doença não especificada devida a protozoários
cat;B65;Esquistossomose [bilharziose] [Schistosomíase]
cat;B66;Outras infestações por trematódeos
cat;B67;Equinococose
cat;B68;Infestação por Taenia
cat;B69;Cisticercose
cat;B70;Difilobotríase e esparganose
cat;B71;Outras infestações por cestóides
cat;B72;Dracontíase
cat;B73;Oncocercose
cat;B74;Filariose
cat;B75;Triquinose
cat;B76;Ancilostomíase
cat;B77;Ascaridíase
cat;B78;Estrongiloidíase
cat;B79;Tricuríase
cat;B80;Oxiuríase
cat;B81;Outras helmintíases intestinais, não classificadas em outra parte
cat;B82;Parasitose intestinal não especificada
cat;B83;Outras helmintíases
cat;B85;Pediculose e ftiríase
cat;B86;Escabiose [sarna]
cat;B87;Miíase
cat;B88;Outras infestações
cat;B89;Doença parasitária não especificada
cat;B90;Seqüelas de tuberculose
cat;B91;Seqüelas de poliomielite
cat;B92;Seqüelas de hanseníase [lepra]
cat;B94;Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas
cat;B95;Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos
cat;B96;Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos
cat;B97;Vírus como causa de doenças classificadas em outros capítulos
cat;B99;Doenças infecciosas, outras e as não especificadas
cat;C00;Neoplasia maligna do lábio
cat;C01;Neoplasia maligna da base da língua
cat;C02;Neoplasia maligna de outras partes e de partes não especificadas da língua
cat;C03;Neoplasia maligna da gengiva
cat;C04;Neoplasia maligna do assoalho da boca
cat;C05;Neoplasia maligna do palato
cat;C06;Neoplasia maligna de outras partes e de partes não especificadas da boca
cat;C07;Neoplasia maligna da glândula parótida
cat;C08;Neoplasia maligna de outras glândulas salivares maiores e as não especificadas
cat;C09;Neoplasia maligna da amígdala
cat;C10;Neoplasia maligna da orofaringe
cat;C11;Neoplasia maligna da nasofaringe
cat;C12;Neoplasia maligna do seio piriforme
cat;C13;Neoplasia maligna da hipofaringe
cat;C14;Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe
cat;C15;Neoplasia maligna do esôfago
cat;C16;Neoplasia maligna do estômago
cat;C17;Neoplasia maligna do intestino delgado
cat;C18;Neoplasia maligna do cólon
cat;C19;Neoplasia maligna da junção retossigmóide
cat;C20;Neoplasia maligna do reto
cat;C21;Neoplasia maligna do ânus e do canal anal
cat;C22;Neoplasia maligna do fígado e das vias biliares intra-hepáticas
cat;C23;Neoplasia maligna da vesícula biliar
cat;C24;Neoplasia maligna de outras partes, e de partes não especificadas das vias biliares
cat;C25;Neoplasia maligna do pâncreas
cat;C26;Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo
cat;C30;Neoplasia maligna da cavidade nasal e do ouvido médio
cat;C31;Neoplasia maligna dos seios da face
cat;C32;Neoplasia maligna da laringe
cat;C33;Neoplasia maligna da traquéia
cat;C34;Neoplasia maligna dos brônquios e dos pulmões
cat;C37;Neoplasia maligna do timo
cat;C38;Neoplasia maligna do coração, mediastino e pleura
cat;C39;Neoplasia maligna de outras localizações e de localizações mal definidas do aparelho respiratório e dos órgãos intratorácicos
cat;C40;Neoplasia maligna dos ossos e cartilagens articulares dos membros
cat;C41;Neoplasia maligna dos ossos e das cartilagens articulares de outras localizações e de localizações não especificadas
cat;C43;Melanoma maligno da pele
cat;C44;Outras neoplasias malignas da pele
cat;C45;Mesotelioma
cat;C46;Sarcoma de Kaposi
cat;C47;Neoplasia maligna dos nervos periféricos e do sistema nervoso autônomo
cat;C48;Neoplasia maligna dos tecidos moles do retroperitônio e do peritônio
cat;C49;Neoplasia maligna do tecido conjuntivo e de outros tecidos moles
cat;C50;Neoplasia maligna da mama
cat;C51;Neoplasia maligna da vulva
cat;C52;Neoplasia maligna da vagina
cat;C53;Neoplasia maligna do colo do útero
cat;C54;Neoplasia maligna do corpo do útero
cat;C55;Neoplasia maligna do útero, porção não especificada
cat;C56;Neoplasia maligna do ovário
cat;C57;Neoplasia maligna de outros órgãos genitais femininos e dos não especificados
cat;C58;Neoplasia maligna da placenta
cat;C60;Neoplasia maligna do pênis
cat;C61;Neoplasia maligna da próstata
cat;C62;Neoplasia maligna dos testículos
cat;C63;Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados
cat;C64;Neoplasia maligna do rim, exceto pelve renal
